Voltage, Current 
27913, 5333 
27913, 5333 
27912, 5480 
27912, 5480 
27912, 5480 
27912, 5480 
27912, 5480 
27897, 6798 
27897, 6798 
27897, 6798 
27897, 6798 
27897, 6798 
27858, 8324 
27858, 8324 
27858, 8324 
27858, 8324 
27858, 8324 
27844, 8279 
27844, 8279 
27844, 8279 
27844, 8279 
27844, 8279 
27823, 8696 
27823, 8696 
27823, 8696 
27823, 8696 
27823, 8696 
27786, 9818 
27786, 9818 
27786, 9818 
27786, 9818 
27786, 9818 
27768, 10238 
27768, 10238 
27768, 10238 
27768, 10238 
27768, 10238 
27744, 10476 
27744, 10476 
27744, 10476 
27744, 10476 
27744, 10476 
27744, 9524 
27744, 9524 
27744, 9524 
27744, 9524 
27744, 9524 
27727, 9682 
27727, 9682 
27727, 9682 
27727, 9682 
27727, 9682 
27743, 8000 
27743, 8000 
27743, 8000 
27743, 8000 
27743, 8000 
27748, 7457 
27748, 7457 
27748, 7457 
27748, 7457 
27748, 7457 
27754, 6990 
27754, 6990 
27754, 6990 
27754, 6990 
27754, 6990 
27754, 6941 
27754, 6941 
27754, 6941 
27754, 6941 
27754, 6941 
27736, 7499 
27736, 7499 
27736, 7499 
27736, 7499 
27736, 7499 
27744, 6761 
27744, 6761 
27744, 6761 
27744, 6761 
27744, 6761 
27754, 6079 
27754, 6079 
27754, 6079 
27754, 6079 
27754, 6079 
27763, 5412 
27763, 5412 
27763, 5412 
27763, 5412 
27763, 5412 
27754, 5856 
27754, 5856 
27754, 5856 
27754, 5856 
27754, 5856 
27734, 6848 
27734, 6848 
27734, 6848 
27734, 6848 
27734, 6848 
27738, 5703 
27738, 5703 
27738, 5703 
27738, 5703 
27738, 5703 
27725, 6569 
27725, 6569 
27725, 6569 
27725, 6569 
27725, 6569 
27715, 6483 
27715, 6483 
27715, 6483 
27715, 6483 
27715, 6483 
27717, 6278 
27717, 6278 
27717, 6278 
27717, 6278 
27717, 6278 
27697, 6408 
27697, 6408 
27697, 6408 
27697, 6408 
27697, 6408 
27705, 5744 
27705, 5744 
27705, 5744 
27705, 5744 
27705, 5744 
27715, 5063 
27715, 5063 
27715, 5063 
27715, 5063 
27715, 5063 
27708, 5396 
27708, 5396 
27708, 5396 
27708, 5396 
27708, 5396 
27692, 5879 
27692, 5879 
27692, 5879 
27692, 5879 
27692, 5879 
27710, 4107 
27710, 4107 
27710, 4107 
27710, 4107 
27710, 4107 
27715, 4264 
27715, 4264 
27715, 4264 
27715, 4264 
27715, 4264 
27723, 3745 
27723, 3745 
27723, 3745 
27723, 3745 
27723, 3745 
27744, 2526 
27744, 2526 
27744, 2526 
27744, 2526 
27744, 2526 
27712, 5121 
27712, 5121 
27712, 5121 
27712, 5121 
27712, 5121 
27685, 5799 
27685, 5799 
27685, 5799 
27685, 5799 
27685, 5799 
27693, 4623 
27693, 4623 
27693, 4623 
27693, 4623 
27693, 4623 
27701, 3929 
27701, 3929 
27701, 3929 
27701, 3929 
27701, 3929 
27708, 3681 
27708, 3681 
27708, 3681 
27708, 3681 
27708, 3681 
27662, 6667 
27662, 6667 
27662, 6667 
27662, 6667 
27662, 6667 
27611, 8060 
27611, 8060 
27611, 8060 
27611, 8060 
27611, 8060 
27601, 7678 
27601, 7678 
27601, 7678 
27601, 7678 
27601, 7678 
27582, 7717 
27582, 7717 
27582, 7717 
27582, 7717 
27582, 7717 
27571, 7514 
27571, 7514 
27571, 7514 
27571, 7514 
27571, 7514 
27532, 9244 
27532, 9244 
27532, 9244 
27532, 9244 
27532, 9244 
27516, 8857 
27516, 8857 
27516, 8857 
27516, 8857 
27516, 8857 
27527, 7730 
27527, 7730 
27527, 7730 
27527, 7730 
27527, 7730 
27527, 6898 
27527, 6898 
27527, 6898 
27527, 6898 
27527, 6898 
27555, 4873 
27555, 4873 
27555, 4873 
27555, 4873 
27555, 4873 
27572, 4252 
27572, 4252 
27572, 4252 
27572, 4252 
27572, 4252 
27583, 3771 
27583, 3771 
27583, 3771 
27583, 3771 
27583, 3771 
27552, 6116 
27552, 6116 
27552, 6116 
27552, 6116 
27552, 6116 
27511, 8093 
27511, 8093 
27511, 8093 
27511, 8093 
27511, 8093 
27466, 9479 
27466, 9479 
27466, 9479 
27466, 9479 
27466, 9479 
27392, 12595 
27392, 12595 
27392, 12595 
27392, 12595 
27392, 12595 
27393, 10606 
27393, 10606 
27393, 10606 
27393, 10606 
27393, 10606 
27389, 10094 
27389, 10094 
27389, 10094 
27389, 10094 
27389, 10094 
27403, 8155 
27403, 8155 
27403, 8155 
27403, 8155 
27403, 8155 
27446, 5360 
27446, 5360 
27446, 5360 
27446, 5360 
27446, 5360 
27442, 6102 
27442, 6102 
27442, 6102 
27442, 6102 
27442, 6102 
27400, 8586 
27400, 8586 
27400, 8586 
27400, 8586 
27400, 8586 
27409, 6916 
27409, 6916 
27409, 6916 
27409, 6916 
27409, 6916 
27428, 5469 
27428, 5469 
27428, 5469 
27428, 5469 
27428, 5469 
27463, 3356 
27463, 3356 
27463, 3356 
27463, 3356 
27463, 3356 
27438, 5862 
27438, 5862 
27438, 5862 
27438, 5862 
27438, 5862 
27358, 10431 
27358, 10431 
27358, 10431 
27358, 10431 
27358, 10431 
27310, 11389 
27310, 11389 
27310, 11389 
27310, 11389 
27310, 11389 
27342, 8185 
27342, 8185 
27342, 8185 
27342, 8185 
27342, 8185 
27329, 8835 
27329, 8835 
27329, 8835 
27329, 8835 
27329, 8835 
27310, 9185 
27310, 9185 
27310, 9185 
27310, 9185 
27310, 9185 
27333, 6941 
27333, 6941 
27333, 6941 
27333, 6941 
27333, 6941 
27320, 8098 
27320, 8098 
27320, 8098 
27320, 8098 
27320, 8098 
27335, 6532 
27335, 6532 
27335, 6532 
27335, 6532 
27335, 6532 
27334, 6988 
27334, 6988 
27334, 6988 
27334, 6988 
27334, 6988 
27338, 6006 
27338, 6006 
27338, 6006 
27338, 6006 
27338, 6006 
27358, 4891 
27358, 4891 
27358, 4891 
27358, 4891 
27358, 4891 
27353, 5478 
27353, 5478 
27353, 5478 
27353, 5478 
27353, 5478 
27339, 6362 
27339, 6362 
27339, 6362 
27339, 6362 
27339, 6362 
27296, 8243 
27296, 8243 
27296, 8243 
27296, 8243 
27296, 8243 
27269, 8789 
27269, 8789 
27269, 8789 
27269, 8789 
27269, 8789 
27299, 6218 
27299, 6218 
27299, 6218 
27299, 6218 
27299, 6218 
27293, 6752 
27293, 6752 
27293, 6752 
27293, 6752 
27293, 6752 
27255, 8719 
27255, 8719 
27255, 8719 
27255, 8719 
27255, 8719 
27265, 7247 
27265, 7247 
27265, 7247 
27265, 7247 
27265, 7247 
27283, 5963 
27283, 5963 
27283, 5963 
27283, 5963 
27283, 5963 
27273, 6674 
27273, 6674 
27273, 6674 
27273, 6674 
27273, 6674 
27244, 8141 
27244, 8141 
27244, 8141 
27244, 8141 
27244, 8141 
27202, 10043 
27202, 10043 
27202, 10043 
27202, 10043 
27202, 10043 
27147, 12536 
27147, 12536 
27147, 12536 
27147, 12536 
27147, 12536 
27121, 12562 
27121, 12562 
27121, 12562 
27121, 12562 
27121, 12562 
27114, 12079 
27114, 12079 
27114, 12079 
27114, 12079 
27114, 12079 
27117, 10921 
27117, 10921 
27117, 10921 
27117, 10921 
27117, 10921 
27157, 7856 
27157, 7856 
27157, 7856 
27157, 7856 
27157, 7856 
27192, 5982 
27192, 5982 
27192, 5982 
27192, 5982 
27192, 5982 
27216, 5116 
27216, 5116 
27216, 5116 
27216, 5116 
27216, 5116 
27210, 5881 
27210, 5881 
27210, 5881 
27210, 5881 
27210, 5881 
27175, 7770 
27175, 7770 
27175, 7770 
27175, 7770 
27175, 7770 
27152, 8564 
27152, 8564 
27152, 8564 
27152, 8564 
27152, 8564 
27157, 7448 
27157, 7448 
27157, 7448 
27157, 7448 
27157, 7448 
27186, 5431 
27186, 5431 
27186, 5431 
27186, 5431 
27186, 5431 
27175, 6253 
27175, 6253 
27175, 6253 
27175, 6253 
27175, 6253 
27206, 4443 
27206, 4443 
27206, 4443 
27206, 4443 
27206, 4443 
27220, 3466 
27220, 3466 
27220, 3466 
27220, 3466 
27220, 3466 
27234, 3260 
27234, 3260 
27234, 3260 
27234, 3260 
27234, 3260 
27210, 4765 
27210, 4765 
27210, 4765 
27210, 4765 
27210, 4765 
27164, 6966 
27164, 6966 
27164, 6966 
27164, 6966 
27164, 6966 
27176, 5760 
27176, 5760 
27176, 5760 
27176, 5760 
27176, 5760 
27197, 4194 
27197, 4194 
27197, 4194 
27197, 4194 
27197, 4194 
27201, 4307 
27201, 4307 
27201, 4307 
27201, 4307 
27201, 4307 
27171, 5575 
27171, 5575 
27171, 5575 
27171, 5575 
27171, 5575 
27181, 4887 
27181, 4887 
27181, 4887 
27181, 4887 
27181, 4887 
27165, 5632 
27165, 5632 
27165, 5632 
27165, 5632 
27165, 5632 
27123, 7536 
27123, 7536 
27123, 7536 
27123, 7536 
27123, 7536 
27115, 7731 
27115, 7731 
27115, 7731 
27115, 7731 
27115, 7731 
27103, 7675 
27103, 7675 
27103, 7675 
27103, 7675 
27103, 7675 
27102, 7061 
27102, 7061 
27102, 7061 
27102, 7061 
27102, 7061 
27129, 4843 
27129, 4843 
27129, 4843 
27129, 4843 
27129, 4843 
27161, 3564 
27161, 3564 
27161, 3564 
27161, 3564 
27161, 3564 
27167, 3348 
27167, 3348 
27167, 3348 
27167, 3348 
27167, 3348 
27183, 2787 
27183, 2787 
27183, 2787 
27183, 2787 
27183, 2787 
27147, 5308 
27147, 5308 
27147, 5308 
27147, 5308 
27147, 5308 
27123, 6046 
27123, 6046 
27123, 6046 
27123, 6046 
27123, 6046 
27096, 7096 
27096, 7096 
27096, 7096 
27096, 7096 
27096, 7096 
27083, 7152 
27083, 7152 
27083, 7152 
27083, 7152 
27083, 7152 
27097, 5739 
27097, 5739 
27097, 5739 
27097, 5739 
27097, 5739 
27083, 6400 
27083, 6400 
27083, 6400 
27083, 6400 
27083, 6400 
27066, 7330 
27066, 7330 
27066, 7330 
27066, 7330 
27066, 7330 
27009, 9929 
27009, 9929 
27009, 9929 
27009, 9929 
27009, 9929 
27027, 7682 
27027, 7682 
27027, 7682 
27027, 7682 
27027, 7682 
27055, 5892 
27055, 5892 
27055, 5892 
27055, 5892 
27055, 5892 
27062, 5425 
27062, 5425 
27062, 5425 
27062, 5425 
27062, 5425 
27081, 4318 
27081, 4318 
27081, 4318 
27081, 4318 
27081, 4318 
27064, 5811 
27064, 5811 
27064, 5811 
27064, 5811 
27064, 5811 
27045, 6560 
27045, 6560 
27045, 6560 
27045, 6560 
27045, 6560 
27056, 5121 
27056, 5121 
27056, 5121 
27056, 5121 
27056, 5121 
27053, 5390 
27053, 5390 
27053, 5390 
27053, 5390 
27053, 5390 
26999, 8748 
26999, 8748 
26999, 8748 
26999, 8748 
26999, 8748 
26691, 21928 
26691, 21928 
26691, 21928 
26691, 21928 
26691, 21928 
26758, 16043 
26758, 16043 
26758, 16043 
26758, 16043 
26758, 16043 
26906, 6143 
26906, 6143 
26906, 6143 
26906, 6143 
26906, 6143 
26932, 6351 
